anamnesis,disease
"Здравствуйте, я не чувствую себя хорошо в последнее время. Меня всегда утомляет, даже когда я ничего не делаю, и у меня часто бывают головокружения. Я заметил, что моя кожа стала бледной, а волосы и ногти стали ломкими и слабыми. У меня не было никаких болей или тяжести на груди, и я не заметил каких-либо отклонений в своей работе сердца. Я начал замечать эти симптомы несколько недель назад, и, кажется, они стали только усиливаться. У меня уже был диагноз желудочно-кишечного заболевания, но я не уверен, что это связано с моим состоянием.",гастрит
"Здравствуйте, я чувствую себя не очень хорошо. У меня болит горло и я заметил, что у меня поднялась температура. Также я ощущаю слабость и усталость. Я не заметил никаких других симптомов, таких как кашель или насморк. Симптомы начали проявляться несколько дней назад и постепенно усиливались. У меня нет хронических заболеваний, которые могут быть связаны с моим состоянием.",инсульт
"Привет, я сегодня не чувствую себя очень хорошо. У меня появились красные высыпания на теле и лице, которые очень сильно зудят. Мне кажется, что я могу иметь ветрянку. Симптомы начали проявляться всего несколько дней назад. Мое состояние несколько ухудшается, я чувствую слабость и головную боль. У меня нет хронических заболеваний, которые могут быть связаны с этим.",ангина
"Здравствуйте, я пришел на прием, потому что не чувствую себя хорошо. У меня появились симптомы, такие как высокая температура, кашель, насморк и сильная слабость. Я начал замечать эти симптомы около недели назад и они постепенно усугублялись. Я не сталкивался с такими симптомами раньше и не знаю, что может быть причиной. У меня нет хронических заболеваний, которые могут быть связаны с этими симптомами.",корь
"Здравствуйте, я пришел на прием, так как несколько дней чувствую себя не очень хорошо. У меня часто начинает учащаться сердцебиение, даже когда я ни о чем не думаю. Также заметил, что у меня бывает одышка и немного кружится голова. Но боли в груди и резких изменений давления не замечал. Примерно неделю назад заметил первые симптомы, а с каждым днем все хуже и хуже. У меня нет хронических заболеваний, которые могут быть связаны с моим состоянием.",ветрянка
"Здравствуйте, я чувствую себя не очень хорошо. Началось все несколько дней назад, я заметил, что у меня начались проблемы с координацией движений, иногда я не могу четко произнести слова. В последние дни мое состояние ухудшается, я чувствую слабость в правой половине тела и иногда теряю сознание. Кажется, у меня не было лихорадки или головных болей. У меня есть проблемы со здоровьем, например, я страдаю от высокого давления. Я очень беспокоюсь, потому что не знаю, что может быть не так со мной.",цистит
"Здравствуйте, я пришел на прием, потому что чувствую дискомфорт в желудке. У меня часто бывают болевые ощущения в верхней части живота, ощущение тяжести после еды и изжога. Я не замечал никаких кровоизлияний в желудке и не болею хроническими заболеваниями. Эти симптомы начали проявляться несколько недель назад и постепенно усиливались, несмотря на то, что я стараюсь уменьшить количество жирной и острой пищи. Я бы хотел узнать, что мне делать, чтобы избавиться от этих проблем и не допустить их усугубления.",тахикардия
"Здравствуйте, я пришел на прием, потому что чувствую дискомфорт в ухе. Ощущение, будто в нем что-то забито, постоянно слышу шум и пульсацию. Проявления начались около недели назад, сначала было легкое покалывание, а затем начался постоянный дискомфорт. На данный момент боли нет, но все еще ощущаю заложенность в ухе. У меня нет хронических заболеваний, которые могут быть связаны с этим, и я не сталкивался с подобными проблемами раньше. Надеюсь, вы сможете помочь мне выяснить, что со мной не так.",отит
"Здравствуйте, я пришел на прием, потому что сегодня утром начали беспокоить сильные боли при мочеиспускании, а также чувствую постоянный дискомфорт внизу живота. Также я заметил, что моча стала выходить в меньших количествах и с более яркой окраской. Я не заметил никаких других симптомов, таких как повышенная температура или рвота. Это первый раз, когда у меня происходит что-то подобное, и я чувствую себя очень неудобно. Симптомы начали проявляться утром, и с тех пор они только усиливались. У меня нет хронических заболеваний, которые могут быть связаны с этими симптомами.",анемия
"Здравствуйте, я себя чувствую довольно слабо и устало последнее время. Часто чувствую сильную одышку и сердцебиение даже после небольших физических нагрузок. У меня часто бывает головокружение, и кожа стала бледной. Я не замечал таких симптомов раньше, но последние несколько недель они только усиливаются. Я не испытываю боль в животе или головной боли, и мое тело не болезненное. Я думаю, что началось все около месяца назад, и с каждым днем мое состояние ухудшается. У меня также есть проблемы с желудком и кишечником, но я не уверен, могут ли они быть связаны с моей ситуацией. Сейчас я очень беспокоюсь о своем здоровье и хочу выяснить, что со мной происходит.",гастрит
"Здравствуйте, я не очень хорошо себя чувствую. У меня была высокая температура, кашель и сильная сыпь по всему телу. Я чувствую слабость и усталость. Не было боль в горле или затрудненного дыхания. Симптомы начали появляться несколько дней назад, а затем постепенно усиливались. Я не страдаю хроническими заболеваниями, которые могут быть связаны с этим.",инсульт
"Здравствуйте, я не чувствую себя очень хорошо. У меня больно глотать, температура повышена и я чувствую общую слабость. Симптомы начали проявляться пару дней назад и ухудшаются с каждым днем. Но кашля и насморка у меня нет. Я раньше не сталкивался с подобными симптомами, но у меня есть хронические проблемы с сердцем. Буду благодарен, если вы сможете мне помочь.",ангина
"Здравствуйте, я не чувствую себя хорошо. У меня болит живот и постоянно хочется писать, но при этом выходит только немного мочи. Это началось несколько дней назад, и кажется, что с каждым днем становится только хуже. Но у меня нет никакой температуры или тошноты. Я раньше не сталкивался с такими симптомами, но у меня нет хронических заболеваний, которые могут быть связаны с этой проблемой.",корь
"Здравствуйте, я не чувствую себя совсем хорошо. У меня болит ухо и слышу хуже, чем обычно. Также у меня есть небольшая головная боль и я немного устал. Симптомы начали проявляться пару дней назад, но я надеялся, что это пройдет само собой. Ухудшение моего состояния не очень сильное, но все же я решил обратиться за помощью. У меня нет хронических заболеваний, которые могут быть связаны с этим. Больше никаких симптомов у меня нет.",ветрянка
"Здравствуйте, я чувствую себя не очень хорошо. У меня бывают сильные сердцебиения, они начались недавно, пару дней назад. Иногда бывает, что сердце начинает биться очень быстро, а потом внезапно замедляется. У меня не было болей в груди и давление остается в норме. Мне кажется, что эти симптомы появляются в разные моменты дня, но чаще всего - после физических нагрузок. У меня нет хронических заболеваний, которые могут быть связаны с этим, но я очень переживаю из-за этих симптомов и хочу понять, что со мной происходит.",цистит
"Здравствуйте, я не чувствую себя совсем хорошо. У меня небольшая лихорадка и я чувствую слабость в теле. У меня появилась сыпь на теле, которая очень сильно зудит. В течение последних пары дней мне было очень трудно спать, из-за зуда и дискомфорта. Я не заметил никаких других симптомов, таких как кашель или боль в горле. Я начал замечать эти симптомы пару дней назад, а затем они постепенно усиливались. Я не страдаю хроническими заболеваниями, которые могут быть связаны с этим.",тахикардия
"Здравствуйте! Я не могу точно сказать, что со мной не так, но себя чувствую довольно слабо и быстро устаю. Заметил, что последнее время у меня часто бывает головокружение и сердцебиение. Цвет кожи стал бледнее, чем обычно. Не было высокой температуры, кашля или болей в животе. Эти симптомы начали проявляться несколько недель назад, и с каждым днём мое состояние ухудшалось. У меня есть хронические заболевания, такие как гипертония и артрит, которые могут быть связаны с моим состоянием. Было бы здорово, если бы вы могли мне помочь выяснить, что происходит со мной.",отит
"Здравствуйте, я пришел на первичный прием, потому что не чувствую себя хорошо. У меня болит живот и я часто чувствую тошноту. Ощущаю легкое горькое или кислый привкус во рту. Но у меня нет кровавых выделений из желудка или рвоты. Я заметил данные симптомы примерно неделю назад, когда почувствовал первые боли в животе. С тех пор мое состояние не улучшается, иногда даже кажется, что становится хуже. У меня ранее не было подобных проблем, но я страдаю хронической аллергией. Буду благодарен Вам за помощь в определении причины моего состояния и подходящего лечения.",анемия
"Здравствуйте, я чувствую себя не очень хорошо. Внезапно начало болеть голова, появилась слабость в левой руке и ноге. Я заметил, что моя речь стала нечеткой и трудно выговариваю слова. К счастью, не испытываю головокружения и тошноты. Я никогда не сталкивался с подобными симптомами. Сначала я подумал, что это просто усталость, но симптомы не проходят уже несколько дней. К сожалению, у меня нет хронических заболеваний, которые могли бы быть связаны с этим. Я не могу точно сказать, когда начались первые симптомы, так как они появились внезапно. Я очень обеспокоен своим состоянием и надеюсь, что вы сможете мне помочь.",гастрит
"Здравствуйте, я не чувствую себя хорошо. У меня болит живот и часто хочется сходить в туалет. Я заметил, что моча красного цвета и иногда выходит с болью. Я не заметил повышенной температуры тела или тошноты. Симптомы начали проявляться несколько дней назад и кажется, что они все хуже и хуже. У меня нет хронических заболеваний, которые могут быть связаны с этим.",инсульт
"Здравствуйте, я себя чувствую довольно плохо. У меня сильная боль в ухе, которая начала проявляться несколько дней назад. Я также заметил, что мое ухо начало выделять жидкость. У меня не было головокружений или нарушений равновесия. Я не могу точно сказать, когда начали проявляться первые симптомы, но они стали ухудшаться довольно быстро. У меня нет хронических заболеваний, которые могут быть связаны с этим.",ангина
"Здравствуйте, я чувствую себя не очень хорошо. У меня болит живот и я часто испытываю тошноту. Я потерял аппетит и чувствую себя усталым. Мне кажется, что у меня есть гастрит, но я не уверен. Симптомы начали проявляться несколько недель назад и постепенно усиливались. У меня нет хронических заболеваний, которые могут быть связаны с этим. Я бы хотел узнать ваше мнение и получить рекомендации о том, что мне делать дальше.",корь
"Здравствуйте, я себя чувствую не очень хорошо. У меня были проблемы с речью и чувствую слабость в левой руке и ноге. Началось это внезапно пару дней назад, когда я просто встал с кровати. Не было головокружения и тошноты, но я почувствовал, что что-то не так. У меня нет хронических заболеваний, которые могли бы быть связаны с этим, и раньше я не испытывал подобных проблем. Я очень надеюсь, что вы сможете мне помочь разобраться в этом.",ветрянка
"Здравствуйте. Я не очень хорошо себя чувствую. У меня появилась высокая температура, кашель и сильная сыпь на коже. Прошу прощения, если я что-то пропущу или неправильно сформулирую, я не очень хорошо в этих вещах. Симптомы начали проявляться несколько дней назад, поначалу я думал, что это простуда, но потом высокая температура не проходила и появилась сыпь. У меня нет других хронических заболеваний, которые могут быть связаны с этим, но я беспокоюсь о своем состоянии. Спасибо.",цистит
"Здравствуйте. Сейчас я чувствую себя довольно плохо. У меня болит горло, и я чувствую дискомфорт при глотании. Также у меня есть легкая температура и слабость в теле. Я заметил, что мои мандельоны увеличились в размере и на них появились белые налеты. Но у меня нет кашля и насморка. Эти симптомы начали проявляться несколько дней назад, и я чувствовал, что мое состояние ухудшалось с каждым днем. Я хотел бы отметить, что у меня есть хроническое заболевание сердца, которое могло бы быть связано с моей текущей проблемой.",тахикардия
"Здравствуйте, я не чувствую себя совсем хорошо. У меня появились сыпь и зуд, некоторые пятна выглядят как мелкие волдыри. Я также ощутил головную боль и легкую боль в мышцах. Но у меня нет температуры и я не чувствую сильной боли в горле или животе. Я заметил первые симптомы примерно неделю назад, когда появилась небольшая сыпь на моем теле, но я не обращал на это внимание. Прогрессирование моего состояния не очень сильное, но я все еще чувствую дискомфорт и зуд. У меня нет хронических заболеваний, которые могут быть связаны с этим. Буду рад услышать ваше мнение о моем состоянии.",отит
"Здравствуйте, я не совсем уверен в том, что со мной происходит. Я постоянно чувствую быстрый и сильный сердцебиение, которое меня беспокоит. Иногда мне кажется, что сердце просто выскочит из груди. Я не заметил никакой определенной закономерности в проявлении этих симптомов, они начались уже какое-то время назад. Я не испытываю болей в груди и не чувствую сильной слабости, но эти сердцебиения меня волнуют. У меня нет каких-либо хронических заболеваний, которые, как я думаю, могут быть связаны с моим состоянием. Я просто хочу узнать, что со мной происходит и как мне можно помочь.",анемия
"Здравствуйте, я пришел на первичный прием. Последнее время я чувствую себя очень усталым и слабым, даже после небольших физических нагрузок. Я заметил, что у меня пониженное настроение и часто бывают головные боли. Также я заметил, что у меня понизилась работоспособность, я стал быстрее уставать. Но у меня нет других симптомов, таких как кашель, боль в груди или животе. Я не помню, когда начали появляться первые симптомы, но последнее время я стал замечать, что мое состояние ухудшается. Я никогда не имел серьезных проблем со здоровьем, за исключением хронической боли в спине, но я не думаю, что это связано с моим текущим состоянием. Буду рад, если вы поможете мне понять, что происходит со мной и что нужно делать дальше.",гастрит
"Здравствуйте, я пришел на прием, потому что чувствую себя не очень хорошо. У меня болит горло, затруднено глотание, появилась слабость, повышенная температура и головная боль. Симптомы начали появляться несколько дней назад и с каждым днем ухудшаются. Я не заметил себе насморка или кашля, но у меня есть хронические проблемы с суставами. Буду рад, если вы сможете мне помочь. Спасибо.",инсульт
"Здравствуйте, я пришел на первичный прием. Я чувствую себя не очень хорошо, есть дискомфорт и боль в желудке. Проявлялось изжогой, тошнотой и рвотой. Я не заметил симптомов, связанных с кишечником. Первые симптомы возникли несколько месяцев назад, и со временем усиливались. Я также страдаю хроническими заболеваниями, такими как артрит и аллергии, которые могли повлиять на мое состояние.",ангина
"Здравствуйте, я пришел на прием, потому что не чувствую себя хорошо. У меня болит ухо и есть небольшая температура. Я начал замечать эти симптомы несколько дней назад, но они постепенно усиливались. Я не испытываю головокружения или тошноты. У меня нет хронических заболеваний, которые могут быть связаны с этой проблемой. Я не знаю своего диагноза, но мне кажется, что это может быть что-то серьезное.",корь
"Я себя чувствую не очень хорошо, есть ощущение слабости и головокружения. Также заметил, что у меня дрожат руки и ноги, и с трудом говорю. То есть, я чувствую некоторую неуверенность в своих движениях и речи. Симптомы начали проявляться несколько дней назад, но мне не казалось, что это может быть серьезным. С течением времени мое состояние ухудшалось, и я решил обратиться к врачу. У меня нет хронических заболеваний, которые могли бы быть связаны с этим.",ветрянка
"Здравствуйте, я пришел на прием, потому что что-то не так с моим здоровьем. Я чувствую себя очень некомфортно в области мочевого пузыря и постоянно ощущаю жжение и боль при мочеиспускании. Проявляется это уже несколько дней, началось все достаточно внезапно. У меня не было повышенной температуры и не было сильной боли в районе почек или живота. Пока ничего подобного раньше не происходило, хотя у меня есть хроническая болезнь, которая может быть связана с этим. Я бы хотел узнать, что это может быть и что мне делать дальше. Спасибо.",цистит
"Здравствуйте. Я не совсем понимаю, что происходит со мной. Я чувствую себя очень плохо, у меня высокая температура и сильная боль в горле. Также у меня начали появляться красные пятна на коже, которые зудят и беспокоят меня. Я чувствую слабость и усталость, но не было кашля или насморка. Вроде бы все началось несколько дней назад, и я постепенно стал чувствовать себя хуже. У меня нет хронических заболеваний, которые могут быть связаны с этим, но я бы хотел узнать, что мне нужно делать, чтобы побыстрее поправиться. Спасибо.",тахикардия
"Здравствуйте, я не чувствую себя совсем хорошо. В последнее время у меня часто бывают сердцебиения и я чувствую, что сердце начинает биться очень быстро и не по ритму. Прошлой ночью у меня даже была небольшая головокружение и легкое одышка. Но меня не беспокоят боли в груди или в других частях тела. Началось это несколько недель назад, и я заметил, что симптомы начали усиливаться. У меня нет хронических заболеваний, которые могут быть связаны с этой проблемой. Буду благодарен, если вы сможете помочь мне выяснить, что происходит со мной.",отит
"Здравствуйте, я не чувствую себя совсем хорошо последнее время. У меня часто бывает усталость и слабость, даже когда я высыпаюсь. Иногда кажется, что у меня затуманенное сознание и головокружение. Кроме того, я заметил, что у меня падает аппетит и снижается вес. Я не замечал никаких других симптомов, например, болей или кашля. Начало симптомов было у меня примерно месяц назад. Я не знаю, как прогрессировало мое состояние, но я все больше и больше чувствую слабость. У меня есть хроническое заболевание желудка, но я не думаю, что оно связано с моими симптомами.",анемия
"Здравствуйте, я хотел бы рассказать о своих симптомах. Сначала я почувствовал легкую слабость и небольшой дискомфорт в горле. Через несколько дней на моем теле появились красные пятна и пузырьки, которые чесались и болели. Я также заметил, что у меня повысилась температура и появилась головная боль. Я не сталкивался с подобными симптомами раньше, поэтому был очень обеспокоен и решил обратиться за помощью к врачу. Хорошо, что я пришел вовремя, чтобы узнать, что у меня ветрянка. Я не страдаю хроническими заболеваниями, но я чувствую себя очень слабо и беспокоюсь о том, как долго это состояние продлится. Симптомы начали проявляться около недели назад, и они усиливались постепенно.",гастрит
"Я чувствую себя очень плохо, у меня повышенная температура, кашель и сильное насморк. Также у меня начали появляться красные высыпания на коже. Мне становится тяжело дышать и я чувствую слабость в теле. Начальные симптомы появились как-то неделю назад и я думал, что это простуда, но состояние стало только ухудшаться. У меня нет хронических заболеваний, которые могут быть связаны с этим.",инсульт
"Здравствуйте, я не совсем понимаю, что со мной происходит. Я чувствую дискомфорт и боль в ухе с правой стороны, также заметил, что у меня слабость и головная боль. Симптомов, связанных с нарушением слуха или выделениями из уха, у меня не было. Проблемы начались несколько дней назад и усиливаются со временем. У меня нет хронических заболеваний, которые могут быть связаны с этим. Я надеюсь, что вы сможете мне помочь разобраться в моем состоянии.",ангина
"Здравствуйте, я себя чувствую не очень хорошо. У меня бывает боль в животе после еды, иногда тошнота и рвота. При этом у меня не было повышения температуры и я не заметил никаких проблем с аппетитом. Я заметил первые симптомы неделю назад, но они становились все хуже и хуже, поэтому я решил обратиться к врачу. У меня также есть хронические заболевания печени, но я не уверен, связаны ли они с моим текущим состоянием.",корь
"Добрый день, я не совсем хорошо себя чувствую. У меня болит горло и немного повышена температура. Также заметил, что глотать стало труднее. Но кашля нет и заложенности тоже. Симптомы начали проявляться пару дней назад и постепенно усиливались. Я не хочу делать какие-либо выводы, но у меня есть хроническое заболевание кишечника, которое может как-то связано с моими симптомами. Буду рад, если вы сможете мне помочь.",ветрянка
"Здравствуйте, я не очень хорошо себя чувствую. У меня бывают боли при мочеиспускании и частые посещения туалета. Я думаю, что у меня может быть какая-то проблема с мочевым пузырем. Но кроме этого, я не замечал ничего необычного. Симптомы начали проявляться несколько дней назад и постепенно усиливались. Я не страдаю хроническими заболеваниями, которые могут быть связаны с этим. Буду благодарен, если вы сможете мне помочь.",цистит
"Я чувствую себя очень плохо. Сначала у меня появилась слабость в левой руке и ноге, а потом начались проблемы с речью. Я стал говорить неразборчиво и не мог сосредоточиться на словах, которые говорю. Кроме того, я ощущал сильную головную боль и тошноту. Но у меня не было никаких других симптомов, таких как нарушение зрения или судороги. С первых симптомов прошло уже несколько часов, и мое состояние не улучшается. Я раньше не сталкивался с подобными проблемами, но у меня есть диабет и высокое кровяное давление, которые могут быть связаны с этим.",тахикардия
"Здравствуйте, я не чувствую себя совсем хорошо. У меня есть сыпь по всему телу и она очень зудит. Началось все несколько дней назад, когда появилась небольшая краснота на коже, а потом появилась уже полноценная сыпь. Я немного болею, температура немного повышена. Чувствую слабость и усталость. Пока у меня нет кашля и болей в горле. Я не знаю, что это может быть, но я очень обеспокоен и хотел бы получить помощь в диагностике. Я не страдаю никакими хроническими заболеваниями.",отит
"Здравствуйте, я себя чувствую довольно слабым и усталым последнее время. Я заметил, что у меня бывают головокружения и сердцебиения даже при небольших нагрузках. Цвет кожи у меня бледный и я часто чувствую себя без сил. Но у меня нет болей в животе, я не испытываю дискомфорта в области груди и у меня нет кровотечений. Симптомы начали проявляться несколько месяцев назад, но я пренебрег ими, думал, что это из-за усталости. Моё состояние ухудшалось постепенно, я чувствую себя все хуже и хуже каждый день. У меня есть диагноз хронического гастрита, но я не думаю, что это связано с моим нынешним состоянием.",анемия
"Здравствуйте, я пришел на прием, потому что мне нехорошо. Я чувствую себя очень беспокойно и сердце бьется слишком быстро. У меня были приступы учащенного сердцебиения, которые меня очень напугали. Я не замечал никаких других симптомов, кроме частого сердцебиения. У меня нет проблем с давлением и никаких болей в груди. Я заметил первые признаки примерно неделю назад, и со временем мое состояние только ухудшалось. Я не страдаю никакими хроническими заболеваниями, но наслышан о том, что тахикардия может быть связана с другими заболеваниями. Я очень обеспокоен своим состоянием и надеюсь на вашу помощь в диагностике и лечении.",гастрит
"Здравствуйте! Я не чувствую себя хорошо. Начало проявляться слабостью и усталостью, может быть, около недели назад. Следующие дни появилась лихорадка и сильный кашель, который не проходил. Также у меня была сыпь по всему телу и на лице. Но я не испытывал болей в горле и не заметил, чтобы мои глаза были воспалены. У меня нет хронических заболеваний, которые могут быть связаны с этим. Я очень надеюсь, что вы сможете мне помочь.",инсульт
"Здравствуйте, я чувствую себя не очень хорошо. У меня болит ухо и есть дискомфорт в нем. Я заметил, что у меня было повышение температуры и слабость в течение нескольких дней. Я также заметил, что мой слух стал хуже в последнее время. Но у меня нет головокружения или тошноты. Я заметил симптомы около недели назад и они проявляются все сильнее. У меня нет хронических заболеваний, которые, возможно, могут быть связаны с моими симптомами.",ангина
"Здравствуйте! Я себя чувствую не очень хорошо. У меня бывает частое и болезненное мочеиспускание, иногда оно сопровождается неприятными ощущениями внизу живота. Но у меня нет повышения температуры и я не испытываю сильных болей. Эти симптомы начали появляться несколько дней назад, и с тех пор они не пропадают. Я не страдаю хроническими заболеваниями, которые могут быть связаны с этим. Я надеюсь, что вы сможете мне помочь разобраться в этой ситуации. Спасибо!",корь
"Здравствуйте, я пришел на первичный прием. Недавно начал чувствовать себя не очень хорошо. У меня болит горло и я чувствую легкое недомогание. Также у меня была небольшая температура. Я заметил, что у меня появилось горлошное гноение и я затрудняюсь глотать. Но у меня не было кашля или заложенности носа. Я начал замечать эти симптомы пару дней назад и они не улучшаются. Я раньше не страдал от ангины и не имею хронических заболеваний, которые могут быть связаны с этой болезнью.",ветрянка
